original_title,vote_average,vote_count
Gone Fishin',4.7,48.0
Lover's Knot,4.0,2.0
愛情萬歲,7.3,16.0
Schatten der Engel,4.0,2.0
Killer: A Journal of Murder,6.3,10.0
Nothing to Lose,0.0,0.0
超级计划,5.8,12.0
Girls Town,5.2,3.0
Bye-Bye,7.7,3.0
The Relic,5.8,130.0
The Island of Dr. Moreau,4.6,148.0
First Kid,5.3,28.0
The Trigger Effect,6.6,18.0
Sweet Nothing,5.0,2.0
Bogus,5.4,46.0
Bulletproof,5.4,164.0
Talk of Angels,6.8,4.0
The Land Before Time III: The Time of the Great Giving,6.1,86.0
06,5.0,1.0
Baton Rouge,0.0,0.0
Halloween: The Curse of Michael Myers,5.0,173.0
Twelfth Night,7.0,22.0
Mother Night,7.1,13.0
Liebelei,6.3,8.0
Wenecja,7.5,4.0
Les Roseaux Sauvages,7.4,18.0
For Whom the Bell Tolls,6.1,41.0
The Philadelphia Story,7.7,196.0
Singin' in the Rain,7.9,747.0
An American in Paris,6.9,133.0
Funny Face,7.0,162.0
Breakfast at Tiffany's,7.6,1082.0
Vertigo,8.0,1162.0
Rear Window,8.2,1531.0
It Happened One Night,7.7,283.0
Gaslight,7.2,73.0
The Gay Divorcee,7.2,17.0
North by Northwest,7.8,1062.0
The Apartment,8.1,498.0
Some Like It Hot,8.0,835.0
Charade,7.7,351.0
Casablanca,7.9,1462.0
The Maltese Falcon,7.8,435.0
My Fair Lady,7.4,361.0
Sabrina,7.4,284.0
Roman Holiday,7.8,502.0
The Little Princess,7.0,22.0
Meet Me in St. Louis,6.8,66.0
The Wizard of Oz,7.4,1689.0
Gone with the Wind,7.7,995.0
My Favorite Year,7.1,35.0
Sunset Boulevard,8.2,533.0
Citizen Kane,8.0,1244.0
2001: A Space Odyssey,7.9,3075.0
Golden Earrings,4.8,3.0
All About Eve,8.0,367.0
The Women,6.4,26.0
Rebecca,7.7,346.0
Foreign Correspondent,7.0,86.0
Notorious,7.8,345.0
Spellbound,7.3,166.0
An Affair to Remember,7.1,101.0
To Catch a Thief,7.1,299.0
Father of the Bride,6.6,43.0
The Band Wagon,7.1,46.0
Ninotchka,7.3,77.0
Love in the Afternoon,7.3,55.0
Gigi,6.1,68.0
The Reluctant Debutante,6.6,11.0
The Adventures of Robin Hood,7.6,170.0
The Mark of Zorro,7.1,39.0
Laura,7.6,173.0
The Ghost and Mrs. Muir,7.3,59.0
Lost Horizon,6.8,42.0
Top Hat,7.4,62.0
To Be or Not to Be,7.7,119.0
My Man Godfrey,7.7,69.0
Giant,7.5,169.0
East of Eden,7.5,163.0
The Thin Man,7.4,97.0
His Girl Friday,7.5,171.0
Around the World in Eighty Days,6.5,85.0
It's a Wonderful Life,8.0,1103.0
Mr. Smith Goes to Washington,7.9,245.0
Bringing Up Baby,7.6,201.0
Penny Serenade,6.4,23.0
The Scarlet Letter,8.3,4.0
Lady of Burlesque,5.0,7.0
Of Human Bondage,6.4,26.0
Angel on My Shoulder,5.7,6.0
Little Lord Fauntleroy,6.6,13.0
They Made Me a Criminal,5.6,8.0
The Inspector General,6.2,17.0
Angel and the Badman,6.6,27.0
The 39 Steps,7.4,217.0
A Walk in the Sun,5.2,14.0
The Outlaw,4.9,16.0
Night of the Living Dead,7.5,591.0
The African Queen,7.4,232.0
Beat the Devil,6.2,31.0
Cat on a Hot Tin Roof,7.6,168.0
The Last Time I Saw Paris,5.1,9.0
Meet John Doe,7.3,52.0
Algiers,5.8,6.0
Something to Sing About,3.8,2.0
A Farewell to Arms,6.2,29.0
Moonlight Murder,6.0,1.0
Nothing Personal,4.0,1.0
Huang jia shi jie,7.4,11.0
Dangerous Ground,5.0,8.0
Picnic,6.7,19.0
Madagascar Skin,0.0,0.0
The Pompatus of Love,5.3,2.0
Small Wonders,0.0,0.0
Fly Away Home,6.6,114.0
Bliss,4.8,6.0
Grace of My Heart,6.5,15.0
Schlafes Bruder,6.8,6.0
Maximum Risk,5.3,104.0
Michael Collins,6.8,98.0
The Rich Man's Wife,4.9,11.0
Infinity,0.0,0.0
Big Night,6.8,45.0
Last Man Standing,6.2,263.0
Caught,6.5,5.0
Set It Off,6.9,66.0
2 Days in the Valley,5.9,73.0
Curdled,6.2,29.0
L'associé,6.0,3.0
Ed's Next Move,3.0,1.0
Extreme Measures,5.7,80.0
The Glimmer Man,4.7,102.0
D3: The Mighty Ducks,5.3,99.0
The Chamber,5.9,62.0
The Apple Dumpling Gang,6.6,34.0
"Davy Crockett, King of the Wild Frontier",5.9,14.0
Escape to Witch Mountain,6.5,60.0
The Love Bug,6.0,126.0
Herbie Rides Again,5.9,77.0
Old Yeller,7.0,68.0
The Parent Trap,6.8,92.0
Pollyanna,6.9,50.0
Homeward Bound: The Incredible Journey,6.6,218.0
The Shaggy Dog,6.2,22.0
Swiss Family Robinson,7.0,88.0
That Darn Cat!,6.4,28.0
"20,000 Leagues Under the Sea",6.9,160.0
Cool Runnings,6.8,510.0
Angels in the Outfield,5.7,124.0
Cinderella,6.8,1760.0
Winnie the Pooh and the Blustery Day,7.8,20.0
The Three Caballeros,6.2,108.0
The Sword in the Stone,6.9,935.0
So Dear to My Heart,6.3,5.0
Robin Hood: Prince of Thieves,6.6,937.0
Mary Poppins,7.4,1217.0
Dumbo,6.8,1206.0
Pete's Dragon,6.4,201.0
Bedknobs and Broomsticks,6.8,260.0
Alice in Wonderland,7.0,1557.0
The Fox and the Hound,7.0,884.0
Freeway,6.5,95.0
The Sound of Music,7.4,966.0
Die Hard,7.5,4005.0
The Lawnmower Man,5.4,198.0
Unhook the Stars,6.2,11.0
Synthetic Pleasures,0.0,0.0
The Secret Agent,5.0,7.0
Secrets & Lies,7.1,127.0
That Thing You Do!,6.8,230.0
To Gillian on Her 37th Birthday,5.1,13.0
Surviving Picasso,5.3,21.0
Love Is All There Is,5.5,2.0
Beautiful Thing,7.3,76.0
The Long Kiss Goodnight,6.4,323.0
The Ghost and the Darkness,6.4,238.0
Looking for Richard,6.9,33.0
Trees Lounge,6.7,51.0
The Proprietor,0.0,0.0
Normal Life,6.8,8.0
Get on the Bus,7.0,11.0
Shadow Conspiracy,4.0,12.0
Jude,6.6,38.0
Everyone Says I Love You,6.5,149.0
Azúcar amarga,6.3,3.0
Romeo + Juliet,6.7,1406.0
Swingers,6.8,255.0
Sleepers,7.3,729.0
The Sunchaser,6.1,8.0
Johns,6.0,6.0
Aladdin and the King of Thieves,6.1,494.0
The Woman in Question,5.2,3.0
Shall We Dance,7.9,22.0
A Damsel in Distress,7.0,4.0
Crossfire,6.1,26.0
"Murder, My Sweet",7.2,48.0
Macao,5.6,8.0
For the Moment,7.4,3.0
Willy Wonka & the Chocolate Factory,7.4,826.0
La vie sexuelle des Belges 1950-1978,5.0,2.0
The Innocents,7.5,126.0
Sleeper,7.0,206.0
Bananas,6.7,167.0
A Fish Called Wanda,7.1,576.0
Life of Brian,7.7,1230.0
Victor/Victoria,6.9,89.0
The Candidate,6.9,39.0
The Great Race,7.2,64.0
Bonnie and Clyde,7.6,384.0
The Old Man and the Sea,6.0,25.0
Dial M for Murder,7.9,539.0
Madame Butterfly,4.8,3.0
Dirty Dancing,7.1,1371.0
Reservoir Dogs,8.1,3821.0
Platoon,7.5,1236.0
Weekend at Bernie's,6.4,255.0
Basic Instinct,6.5,869.0
The Doors,6.7,285.0
The Crying Game,6.9,180.0
Glengarry Glen Ross,7.5,330.0
Sophie's Choice,7.4,149.0
E.T. the Extra-Terrestrial,7.3,3359.0
The Search for One-eye Jimmy,6.3,4.0
A Christmas Carol,7.0,34.0
Days of Thunder,5.9,359.0
Top Gun,6.7,1736.0
American Strays,6.8,5.0
Rebel Without a Cause,7.6,351.0
A Streetcar Named Desire,7.6,291.0
Children of the Corn IV: The Gathering,4.6,41.0
The Leopard Son,0.0,0.0
Charms Zwischenfälle,0.0,0.0
Bird of Prey,0.0,0.0
Microcosmos : Le Peuple de l'herbe,7.7,61.0
Palookaville,5.4,7.0
The Associate,6.2,49.0
The Funeral,7.3,31.0
The Sleepover,8.0,1.0
La fille seule,6.8,8.0
Le huitième jour,7.0,56.0
North Star,5.2,3.0
Drunks,0.0,0.0
The People vs. Larry Flynt,6.8,257.0
Glory Daze,5.8,15.0
A Perfect Candidate,5.3,2.0
On Golden Pond,7.3,101.0
The Return of the Pink Panther,6.7,138.0
Drop Dead Fred,5.9,107.0
The Abyss,7.1,822.0
The Fog,6.4,318.0
Escape from New York,6.9,720.0
The Howling,6.4,165.0
Jean de Florette,7.6,113.0
Manon des Sources,7.8,103.0
Johnny cien pesos,6.3,3.0
Private Benjamin,6.0,103.0
Monty Python and the Holy Grail,7.8,1742.0
Hustler White,6.8,12.0
Dadetown,8.0,1.0
Everything Relative,4.0,1.0
Entertaining Angels - The Dorothy Day Story,5.0,1.0
Trois vies et une seule mort,8.0,5.0
The Line King: The Al Hirschfeld Story,0.0,0.0
Snowriders,0.0,0.0
Curtis's Charm,0.0,0.0
When We Were Kings,7.3,54.0
The Wrong Trousers,7.6,266.0
JLG/JLG - autoportrait de décembre,7.7,3.0
Le Retour de Martin Guerre,6.7,22.0
Faust,7.4,22.0
He Walked by Night,6.4,17.0
Raw Deal,7.2,19.0
T-Men,6.4,15.0
I bambini ci guardano,7.2,11.0
La symphonie pastorale,4.7,3.0
Here Comes Cookie,8.0,1.0
Love In Bloom,0.0,0.0
Six of a Kind,3.5,2.0
Die Blechtrommel,7.0,93.0
The Ruling Class,6.8,29.0
Mina Tannenbaum,4.8,3.0
Deux ou trois choses que je sais d'elle,7.0,33.0
The Bloody Child,0.0,0.0
Dear God,5.1,17.0
Bad Moon,5.7,33.0
American Dream,6.0,2.0
Best of the Best 3: No Turning Back,5.8,13.0
Bob Roberts,6.5,44.0
Nuovo Cinema Paradiso,8.2,834.0
"The Cook, the Thief, His Wife & Her Lover",7.3,137.0
Grosse fatigue,5.6,9.0
Delicatessen,7.4,320.0
La double vie de Véronique,7.3,154.0
Enchanted April,6.9,25.0
Paths of Glory,8.2,565.0
The Grifters,6.5,112.0
Hear My Song,4.1,4.0
The Shooter,5.0,1.0
The English Patient,7.0,559.0
Mediterraneo,7.4,157.0
My Left Foot: The Story of Christy Brown,7.5,208.0
"Sex, Lies, and Videotape",6.7,188.0
Passion Fish,6.7,7.0
Strictly Ballroom,6.2,83.0
The Thin Blue Line,7.9,109.0
¡Átame!,7.0,102.0
Madonna: Truth or Dare,6.3,32.0
Paris is Burning,8.2,67.0
One Flew Over the Cuckoo's Nest,8.3,3001.0
Up in Smoke,6.7,201.0
The Empire Strikes Back,8.2,5998.0
The Princess Bride,7.6,1518.0
Raiders of the Lost Ark,7.7,3949.0
Brazil,7.6,877.0
Aliens,7.7,3282.0
"Il buono, il brutto, il cattivo",8.1,2371.0
Withnail & I,7.4,173.0
12 Angry Men,8.2,2130.0
Lawrence of Arabia,7.8,870.0
A Clockwork Orange,8.0,3432.0
To Kill a Mockingbird,7.9,676.0
Apocalypse Now,8.0,2112.0
C'era una volta il West,8.1,1160.0
Return of the Jedi,7.9,4763.0
Der Himmel über Berlin,7.5,256.0
The Third Man,7.9,431.0
GoodFellas,8.2,3211.0
Alien,7.9,4564.0
Army of Darkness,7.3,852.0
Le Grand Bleu,7.6,364.0
乱,7.9,349.0
喋血雙雄,7.6,179.0
Psycho,8.3,2405.0
The Blues Brothers,7.5,1092.0
The Godfather: Part II,8.3,3418.0
Full Metal Jacket,7.9,2595.0
A Grand Day Out,7.4,199.0
Henry V,7.4,73.0
Amadeus,7.8,1107.0
The Quiet Man,7.3,118.0
Once Upon a Time in America,8.3,1104.0
Raging Bull,7.7,968.0
Annie Hall,7.8,1044.0
The Right Stuff,7.4,241.0
Сталкер,7.8,356.0
Das Boot,7.9,623.0
The Sting,7.9,639.0
Harold and Maude,7.7,266.0
Trust,6.5,24.0
Det sjunde inseglet,7.9,569.0
Local Hero,7.0,81.0
The Terminator,7.4,4208.0
Braindead,7.4,388.0
Glory,7.4,391.0
Rosencrantz & Guildenstern Are Dead,7.3,75.0
Manhattan,7.8,600.0
Miller's Crossing,7.5,431.0
Dead Poets Society,8.1,2786.0
The Graduate,7.6,855.0
Touch of Evil,7.6,292.0
Nikita,7.0,511.0
The Bridge on the River Kwai,7.7,554.0
8½,7.9,427.0
Chinatown,7.9,939.0
The Day the Earth Stood Still,7.3,323.0
The Treasure of the Sierra Madre,7.9,285.0
Bad Taste,6.4,196.0
Duck Soup,7.6,170.0
Better Off Dead...,6.8,164.0
The Shining,8.1,3890.0
Stand by Me,7.8,1568.0
M,8.0,465.0
Evil Dead II,7.5,760.0
The Great Escape,7.8,731.0
The Deer Hunter,7.8,943.0
Diva,6.7,37.0
Groundhog Day,7.4,2358.0
Unforgiven,7.7,1133.0
The Manchurian Candidate,7.7,188.0
Pump up the Volume,7.0,86.0
Arsenic and Old Lace,7.4,234.0
Back to the Future,8.0,6239.0
Fried Green Tomatoes,7.6,298.0
Patton,7.3,327.0
Down by Law,7.2,149.0
アキラ,7.8,792.0
Highlander,6.8,642.0
Cool Hand Luke,7.7,390.0
Cyrano de Bergerac,6.8,131.0
Young Frankenstein,7.7,880.0
Night on Earth,7.5,165.0
大红灯笼高高挂,7.8,139.0
The Great Dictator,8.1,756.0
Fantasia,7.2,831.0
High Noon,7.6,343.0
The Big Sleep,7.6,244.0
Heathers,7.3,387.0
Somewhere in Time,7.1,104.0
Ben-Hur,7.5,660.0
This Is Spinal Tap,7.6,413.0
Koyaanisqatsi,7.7,140.0
Some Kind of Wonderful,6.9,104.0
Indiana Jones and the Last Crusade,7.6,3221.0
Being There,7.7,243.0
Gandhi,7.4,730.0
The Unbearable Lightness of Being,7.0,89.0
A Room with a View,6.9,164.0
Real Genius,6.6,121.0
Pink Floyd: The Wall,7.7,363.0
The Killing Fields,7.5,180.0
Mitt liv som hund,7.3,70.0
Forbidden Planet,7.2,238.0
Field of Dreams,7.1,383.0
The Man Who Would Be King,7.6,148.0
Butch Cassidy and the Sundance Kid,7.4,659.0
"Paris, Texas",7.7,282.0
Bis ans Ende der Welt,6.3,45.0
When Harry Met Sally...,7.3,974.0
I Shot a Man in Vegas,0.0,0.0
Parallel Sons,5.0,1.0
Hype!,6.8,12.0
Santa with Muscles,3.5,20.0
Female Perversions,5.4,10.0
Mad Dog Time,6.2,12.0
Breathing Room,0.0,0.0
Paris Was a Woman,7.0,1.0
I'm Not Rappaport,6.2,8.0
Blue Juice,3.6,13.0
Kids of Survival,0.0,0.0
Alien³,6.2,1664.0
An American Werewolf in London,7.2,571.0
Amityville: It's About Time,4.1,21.0
Amityville 3-D,4.0,40.0
Amityville: Dollhouse,3.5,17.0
Amityville: A New Generation,2.8,17.0
Amityville II: The Possession,5.9,59.0
The Amityville Horror,6.2,192.0
The Amityville Curse,2.7,19.0
Blood for Dracula,5.8,22.0
April Fool's Day,5.8,74.0
Audrey Rose,5.8,34.0
The Believers,6.2,39.0
The Birds,7.3,959.0
The Blob,6.2,147.0
Blood Beach,4.9,18.0
Body Parts,5.6,24.0
The Body Snatcher,6.8,47.0
Dracula,7.1,1087.0
Bride of Frankenstein,7.4,208.0
Burnt Offerings,6.6,58.0
Candyman,6.2,303.0
Cape Fear,7.0,692.0
Cape Fear,7.2,125.0
Carrie,7.0,977.0
Cat People,6.0,97.0
A Nightmare on Elm Street,7.2,1212.0
"Nosferatu, eine Symphonie des Grauens",7.7,373.0
Nosferatu a Venezia,8.5,2.0
The Omen,7.2,485.0
Blood and Wine,5.5,34.0
Albino Alligator,5.6,45.0
The Mirror Has Two Faces,6.5,47.0
Breaking the Waves,7.2,213.0
Nightwatch,6.2,104.0
Star Trek: First Contact,7.0,671.0
Shine,7.3,136.0
Sling Blade,7.4,236.0
Jingle All the Way,5.5,583.0
Identificazione di una donna,5.8,15.0
Paradise Lost: The Child Murders at Robin Hood Hills,7.9,38.0
The Preacher's Wife,5.4,55.0
Kjærlighetens kjøtere,6.4,5.0
Ridicule,7.4,30.0
The Crucible,6.7,134.0
101 Dalmatians,5.6,722.0
Il Cristo proibito,5.5,2.0
J'ai pas sommeil,5.0,1.0
Die Hard 2,6.6,1920.0
Star Trek: The Motion Picture,6.2,541.0
Star Trek VI: The Undiscovered Country,6.7,421.0
Star Trek V: The Final Frontier,5.6,384.0
Star Trek II: The Wrath of Khan,7.3,688.0
Star Trek III: The Search for Spock,6.4,443.0
Star Trek IV: The Voyage Home,6.9,490.0
Batman Returns,6.6,1706.0
Young Guns,6.6,262.0
Young Guns II,6.3,165.0
Grease,7.2,1633.0
Grease 2,4.9,185.0
Marked for Death,5.6,100.0
Adrenalin: Fear the Rush,3.9,19.0
The Substance of Fire,6.0,1.0
Under Siege,6.1,405.0
Terror in a Texas Town,7.1,13.0
Jaws,7.5,2628.0
Jaws 2,5.9,412.0
Jaws 3-D,4.2,266.0
My Fellow Americans,6.3,46.0
Mars Attacks!,6.1,1544.0
Citizen Ruth,6.8,27.0
Jerry Maguire,6.7,941.0
Raising Arizona,7.2,548.0
Tin Men,6.8,38.0
Sneakers,6.7,301.0
Bastard Out of Carolina,7.3,19.0
In Love and War,6.0,28.0
Marvin's Room,6.6,130.0
Somebody Is Waiting,0.0,0.0
Ghosts of Mississippi,6.2,40.0
Night Falls on Manhattan,6.6,24.0
Beavis and Butt-Head Do America,6.5,169.0
La Cérémonie,7.0,40.0
Scream,7.0,1520.0
The Last of the Mohicans,7.1,747.0
Michael,5.5,174.0
The Evening Star,5.8,18.0
Hamlet,7.3,118.0
Some Mother's Son,7.0,6.0
The Whole Wide World,6.4,9.0
Mother,6.8,19.0
Les voleurs,7.0,5.0
Evita,5.9,122.0
The Portrait of a Lady,6.3,46.0
Walkabout,7.4,111.0
Message to Love: The Isle of Wight Festival,6.4,4.0
Murder at 1600,5.8,130.0
Hearts and Minds,0.0,0.0
Inside,0.0,1.0
Fierce Creatures,6.0,95.0
Zeus & Roxanne,4.2,16.0
Turbulence,5.2,63.0
Angel Baby,7.7,3.0
警察故事4之簡單任務,6.5,101.0
Underworld,6.0,1.0
Beverly Hills Ninja,5.5,176.0
Metro,5.3,136.0
La machine,4.5,2.0
Falling in Love Again,6.1,4.0
The Cement Garden,7.2,23.0
Dante's Peak,5.8,445.0
Meet Wally Sparks,5.3,10.0
Amos & Andrew,5.0,47.0
Benny & Joon,6.9,220.0
Prefontaine,6.7,21.0
A Tickle in the Heart,0.0,0.0
Guantanamera,8.0,3.0
McHale's Navy,4.4,27.0
Kolja,7.5,46.0
Gridlock'd,6.8,55.0
Fire on the Mountain,0.0,0.0
Waiting for Guffman,7.4,66.0
Кавказский пленник,6.6,14.0
The Beautician and the Beast,5.2,53.0
SubUrbia,6.4,32.0
Hotel de Love,4.3,2.0
The Pest,5.0,35.0
Fools Rush In,5.8,133.0
Touch,6.0,10.0
Absolute Power,6.4,226.0
That Darn Cat,3.9,11.0
Vegas Vacation,6.0,175.0
Unforgotten: Twenty-Five Years After Willowbrook,7.0,2.0
That Old Feeling,7.1,15.0
Lost Highway,7.5,572.0
Rosewood,6.7,31.0
Donnie Brasco,7.4,1175.0
Salut cousin !,3.3,4.0
Booty Call,5.6,29.0
Rhyme & Reason,6.3,8.0
Boys Life 2,5.0,1.0
City of Industry,5.6,14.0
Best Men,5.6,8.0
Jungle 2 Jungle,4.9,122.0
Kama Sutra - A Tale of Love,5.7,36.0
Private Parts,6.7,106.0
Love Jones,8.1,12.0
The Saint,5.9,310.0
Smilla's Sense of Snow,6.6,61.0
The Van,5.9,15.0
Crash,6.5,224.0
The Daytrippers,6.2,11.0
Liar Liar,6.4,1456.0
The Quiet Room,5.0,1.0
Selena,7.1,115.0
The Devil's Own,5.9,300.0
Cats Don't Dance,7.1,25.0
B.A.P.S.,4.2,13.0
Love and Other Catastrophes,5.8,9.0
Turbo: A Power Rangers Movie,4.6,60.0
Anna Karenina,6.4,26.0
Double Team,4.4,163.0
Inventing the Abbotts,6.4,43.0
Anaconda,4.8,624.0
Grosse Pointe Blank,6.9,278.0
Keys to Tulsa,4.9,5.0
Kissed,7.0,21.0
8 Heads in a Duffel Bag,5.4,39.0
Hollow Reed,6.8,6.0
Paradise Road,6.2,21.0
Traveller,5.9,6.0
All Over Me,5.9,15.0
A Brother's Kiss,8.0,1.0
Shekvarebuli kulinaris ataserti retsepti,3.5,2.0
Romy and Michele's High School Reunion,6.0,160.0
Feng yue,7.2,6.0
Volcano,5.2,387.0
Children of the Revolution,5.3,9.0
Austin Powers: International Man of Mystery,6.5,1033.0
Breakdown,6.6,202.0
Broken English,7.0,2.0
Commandments,5.3,5.0
Ripe,4.0,4.0
"Truth or Consequences, N.M.",5.7,15.0
The Turning,0.0,0.0
Warriors of Virtue,4.7,9.0
Fathers' Day,5.1,77.0
The Fifth Element,7.3,3962.0
Intimate Relations,8.0,1.0
Nowhere,6.3,27.0
Losing Chase,3.9,6.0
Sprung,5.0,7.0
Das Versprechen,5.0,1.0
Le bonheur,7.0,21.0
Love! Valour! Compassion!,5.7,10.0
Shall we ダンス?,7.2,35.0
The Second Jungle Book: Mowgli & Baloo,3.2,5.0
Twin Town,6.6,29.0
Addicted to Love,6.1,112.0
Brassed Off,6.9,53.0
The Designated Mourner,8.0,2.0
The Lost World: Jurassic Park,6.2,2528.0
Ponette,7.5,11.0
Schizopolis,6.4,22.0
Shiloh,5.7,17.0
The War at Home,6.9,7.0
Rough Magic,6.3,7.0
Trial and Error,5.3,17.0
Buddy,3.9,13.0
Con Air,6.5,1289.0
Late Bloomers,4.0,1.0
The Pillow Book,6.9,41.0
En avoir (ou pas),0.0,0.0
Speed 2: Cruise Control,4.1,439.0
Squeeze,6.0,1.0
Sudden Manhattan,6.0,1.0
The Next Step,0.0,0.0
Wedding Bell Blues,5.5,2.0
Batman & Robin,4.2,1447.0
Dream with the Fishes,7.7,10.0
Roseanna's Grave,6.3,4.0
Head Above Water,5.8,39.0
Hercules,7.3,1741.0
The Last Time I Committed Suicide,6.7,7.0
MURDER and murder,8.0,2.0
My Best Friend's Wedding,6.4,606.0
Tetsuo II: Body Hammer,5.6,24.0
Chacun Cherche Son Chat,6.1,16.0
Le Mépris,7.5,138.0
Face/Off,6.8,1612.0
Fall,7.2,6.0
گبه,7.5,6.0
Mondo,7.0,3.0
The Innocent Sleep,0.0,0.0
For Ever Mozart,8.0,3.0
Men in Black,6.9,4521.0
Out to Sea,5.8,20.0
Wild America,5.8,28.0
A Simple Wish,5.5,46.0
Contact,7.2,1338.0
Love Serenade,6.0,4.0
G.I. Jane,6.0,404.0
Conan the Barbarian,6.6,663.0
George of the Jungle,5.4,508.0
Cop Land,6.6,384.0
Event Horizon,6.4,752.0
Spawn,5.0,344.0
Air Bud,5.3,108.0
Picture Perfect,5.1,114.0
In the Company of Men,6.8,45.0
Free Willy 3: The Rescue,5.6,76.0
Career Girls,7.4,15.0
Conspiracy Theory,6.5,440.0
Desperate Measures,5.9,60.0
Steel,4.2,49.0
She's So Lovely,5.3,26.0
Hoodlum,6.5,33.0
Leave it to Beaver,5.2,20.0
Mimic,5.7,255.0
Money Talks,6.0,90.0
Excess Baggage,5.6,56.0
Kull the Conqueror,5.2,39.0
Air Force One,6.2,859.0
One Eight Seven,6.5,141.0
The Hunt for Red October,7.2,971.0
My Own Private Idaho,7.1,218.0
"Kiss Me, Guido",4.4,10.0
Star Maps,5.3,3.0
In & Out,6.3,181.0
The Edge,6.8,359.0
The Peacemaker,5.8,263.0
L.A. Confidential,7.7,1340.0
Seven Years in Tibet,7.0,644.0
Kiss the Girls,6.2,353.0
Soul Food,6.6,19.0
Kicked in the Head,5.0,1.0
Wishmaster,5.6,114.0
A Thousand Acres,5.7,11.0
The Game,7.5,1556.0
Fire Down Below,5.0,91.0
U Turn,6.5,185.0
The Locusts,3.8,3.0
The Matchmaker,6.1,18.0
The Assignment,6.6,41.0
A Smile Like Yours,3.2,6.0
Ulee's Gold,6.5,19.0
The Ice Storm,6.9,181.0
Stag,5.8,6.0
Chasing Amy,6.7,441.0
How to Be a Player,5.4,9.0
The Full Monty,6.9,372.0
Indian Summer,0.0,1.0
Mrs Brown,6.6,45.0
I Know What You Did Last Summer,5.6,698.0
The Devil's Advocate,7.2,1414.0
RocketMan,5.4,36.0
Playing God,5.6,26.0
The House of Yes,6.3,30.0
"Fast, Cheap & Out of Control",8.3,8.0
Washington Square,7.4,5.0
Telling Lies In America,6.3,6.0
Year of the Horse,3.8,3.0
Gattaca,7.5,1846.0
FairyTale: A True Story,6.2,25.0
Phantoms,5.2,110.0
Swept from the Sea,6.5,12.0
Wonderland,0.0,0.0
A Life Less Ordinary,6.2,130.0
Hurricane Streets,4.8,4.0
Eve's Bayou,6.3,29.0
Switchback,5.8,52.0
Gang Related,6.5,32.0
Stripes,6.5,253.0
Nénette et Boni,8.0,7.0
Bean,6.3,602.0
Hugo Pool,5.2,16.0
Mad City,5.9,81.0
One Night Stand,5.7,24.0
The Tango Lesson,6.4,5.0
Welcome to Sarajevo,6.5,22.0
Deceiver,6.6,16.0
The Rainmaker,6.7,239.0
Boogie Nights,7.5,812.0
Witness,7.0,390.0
Incognito,6.3,7.0
Starship Troopers,6.7,1584.0
Critical Care,6.1,9.0
The Joy Luck Club,7.1,34.0
Chairman of the Board,2.7,13.0
Sliding Doors,6.6,363.0
Mortal Kombat: Annihilation,3.8,225.0
The Truman Show,7.8,4702.0
The Wings of the Dove,6.9,34.0
Mrs. Dalloway,5.4,7.0
"I Love You, I Love You Not",5.0,10.0
Red Corner,5.9,79.0
The Jackal,6.1,536.0
Anastasia,7.4,1481.0
The Man Who Knew Too Little,6.5,126.0
Alien: Resurrection,5.9,1388.0
Alien Escape,4.5,2.0
Amistad,6.8,324.0
The Apostle,6.1,39.0
Artemisia,6.2,10.0
Bent,6.3,34.0
Bang,6.0,1.0
Les Boys,5.4,7.0
The Butcher Boy,6.7,36.0
Deconstructing Harry,7.3,188.0
Flubber,5.3,707.0
For Richer or Poorer,5.6,43.0
Good Will Hunting,7.9,2880.0
Guy,6.0,1.0
Tar,0.0,0.0
Home Alone 3,5.1,632.0
Ill Gotten Gains,0.0,0.0
Man of Her Dreams,0.0,0.0
Midnight in the Garden of Good and Evil,6.3,161.0
MouseHunt,6.2,297.0
Never Met Picasso,0.0,0.0
Office Killer,5.0,14.0
Other Voices Other Rooms,10.0,1.0
Scream 2,6.1,856.0
Stranger in the House,0.0,0.0
The Sweet Hereafter,6.8,108.0
Time Tracers,0.0,0.0
Titanic,7.5,7770.0
Tomorrow Never Dies,6.0,941.0
Twisted,4.5,1.0
À Toute vitesse,6.6,4.0
The Education of Little Tree,0.0,0.0
The Postman,6.1,306.0
The Horse Whisperer,6.7,296.0
The Winter Guest,6.9,10.0
Jackie Brown,7.3,1580.0
Kundun,6.8,92.0
Mr. Magoo,3.9,75.0
The Big Lebowski,7.8,3001.0
Afterglow,7.2,5.0
Ma vie en rose,7.2,28.0
Great Expectations,6.4,131.0
3 Ninjas: High Noon at Mega Mountain,3.9,38.0
Men of Means,0.0,0.0
Caught Up,4.3,4.0
Arguing the World,0.0,0.0
Firestorm,4.7,17.0
Senseless,5.8,76.0
Wag the Dog,6.7,273.0
Dark City,7.2,838.0
The Leading Man,0.0,0.0
Star Kid,4.9,16.0
Hard Rain,5.5,181.0
Half Baked,6.4,179.0
Fallen,6.6,346.0
Shooting Fish,7.0,23.0
The Prophecy II,5.9,49.0
墮落天使,7.7,113.0
"O Que é Isso, Companheiro?",7.3,22.0
Spice World,4.7,124.0
Deep Rising,6.0,155.0
Tainted,5.5,2.0
A Letter from Death Row,2.0,1.0
Music from Another Room,5.7,14.0
Мать и сын,7.6,14.0
The Replacement Killers,6.0,128.0
B. Monkey,5.8,14.0
The Night Flier,5.7,60.0
Blues Brothers 2000,5.2,166.0
Tokyo Fist,6.6,29.0
